Value,Condition,Language,Message
0,closer/close,Chinese,咖啡色
1,closer/close,Chinese,本轮都是绿色，没有咖啡色
0,closer/close,Chinese,是深绿色吗？
1,closer/close,Chinese,不好意思
0,closer/close,Chinese,翠绿色
0,equal/far,Chinese,灰色
0,closer/close,Chinese,嫩绿色
0,further/split,Chinese,蓝色
0,equal/far,Chinese,紫色
0,equal/far,Chinese,蓝色
0,closer/close,Chinese,红色
0,closer/close,Chinese,大红？
0,closer/close,Chinese,嗯
0,equal/far,Chinese,紫色
0,equal/far,Chinese,有微信吗？呵呵
0,equal/far,Chinese,有
0,equal/far,Chinese,加一下？
0,equal/far,Chinese,行
0,equal/far,Chinese,微信号？我加你
0,further/split,Chinese,翠绿
1,equal/far,Chinese,没收到微信号 重发一下
0,equal/far,Chinese,灰色
0,equal/far,Chinese,ling3-3
0,equal/far,Chinese,绿色
1,equal/far,Chinese,微信号不存在 你加我吧
0,equal/far,Chinese,alanwang_1988
0,equal/far,Chinese,绿色
0,further/split,Chinese,棕色
0,further/split,Chinese,偏黄色吗？
0,further/split,Chinese,偏红的
0,further/split,Chinese,紫色
0,closer/close,Chinese,嫩绿色
0,closer/close,Chinese,最亮的绿色？
0,closer/close,Chinese,中间色
0,equal/far,Chinese,紫红色？
0,further/split,Chinese,蓝色
0,further/split,Chinese,比较深的绿
0,equal/far,Chinese,蓝色
0,further/split,Chinese,蓝色
0,closer/close,Chinese,暗紫色？
0,closer/close,Chinese,深紫色
0,closer/close,Chinese,偏红的棕色
0,closer/close,Chinese,有两种偏红的棕色，是比较深还是比较浅的那个？
0,closer/close,Chinese,偏橙色的
0,equal/far,Chinese,灰色
0,closer/close,Chinese,较暗的绿色
0,further/split,Chinese,偏亮的绿色
0,closer/close,Chinese,蓝色
0,further/split,Chinese,紫红色
0,further/split,Chinese,偏红的
0,further/split,Chinese,棕色
0,further/split,Chinese,紫色
0,further/split,Chinese,绿色
0,equal/far,Chinese,灰色
0,equal/far,Chinese,紫色
0,equal/far,Chinese,绿色
0,closer/close,Chinese,蓝色
0,closer/close,Chinese,较深的嫩绿
0,further/split,Chinese,偏棕的黄
0,closer/close,Chinese,灰色
0,equal/far,Chinese,黄色
0,closer/close,Chinese,较灰的
0,closer/close,Chinese,宝蓝色
0,equal/far,Chinese,黄色
0,equal/far,Chinese,灰色
0,closer/close,Chinese,偏红的
0,closer/close,Chinese,枣红色？
0,closer/close,Chinese,紫色
0,closer/close,Chinese,偏红的
0,further/split,Chinese,偏暗的绿
0,further/split,Chinese,hi
0,further/split,Chinese,是什么颜色
0,further/split,Chinese,深绿
0,further/split,Chinese,亮绿
0,closer/close,Chinese,亮土黄
0,closer/close,Chinese,亮紫
0,closer/close,Chinese,厉害啊
0,closer/close,Chinese,紫
0,equal/far,Chinese,你也厉害啊
0,equal/far,Chinese,呵呵画家的女儿
0,equal/far,Chinese,深土色
0,further/split,Chinese,失敬失敬
0,further/split,Chinese,比较绿色的绿
0,equal/far,Chinese,偏棕色
0,equal/far,Chinese,紫
0,equal/far,Chinese,灰
0,equal/far,Chinese,黄
0,equal/far,Chinese,绿
0,further/split,Chinese,暗绿
0,equal/far,Chinese,蓝
0,further/split,Chinese,这个难。。。
0,further/split,Chinese,排除
1,further/split,Chinese,不是亮蓝
1,further/split,Chinese,不是灰蓝
0,closer/close,Chinese,厉害啊
0,closer/close,Chinese,开始难了
0,closer/close,Chinese,碘色
1,closer/close,Chinese,不认的
1,closer/close,Chinese,没到紫
0,closer/close,Chinese,介于蓝跟紫
0,further/split,Chinese,啊.
1,further/split,Chinese,一分钱没了 哈哈哈哈
0,further/split,Chinese,哈哈哈
1,further/split,Chinese,没关系
0,further/split,Chinese,灰蓝
0,closer/close,Chinese,哇。。。
0,closer/close,Chinese,有点发绿，特别棕，和黄棕色
1,closer/close,Chinese,不是那个绿
0,closer/close,Chinese,算特别棕吧。比较深色那个
0,equal/far,Chinese,默契啊。。。
0,equal/far,Chinese,感觉快到五十度灰色了。。。。。。。
0,equal/far,Chinese,红
0,further/split,Chinese,比较亮的绿
1,closer/close,Chinese,不是亮粉红
0,closer/close,Chinese,比较亮的紫
0,further/split,Chinese,蓝
0,closer/close,Chinese,偏桃红
0,equal/far,Chinese,蓝
0,further/split,Chinese,灰
0,further/split,Chinese,偏粉红
0,equal/far,Chinese,亮绿
0,closer/close,Chinese,最亮蓝
0,equal/far,Chinese,深蓝
0,closer/close,Chinese,有点接近荧光绿的亮绿
1,closer/close,Chinese,不是正绿色的那个
1,closer/close,Chinese,不是橄榄暗绿色的那个
1,closer/close,Chinese,比较不像叶子色
0,closer/close,Chinese,最浅的那个？
0,equal/far,Chinese,厉害厉害
0,equal/far,Chinese,红
0,equal/far,Chinese,紫
0,further/split,Chinese,土黄
0,equal/far,Chinese,蓝
0,further/split,Chinese,灰蓝
0,closer/close,Chinese,又是那个荧光绿
0,closer/close,Chinese,发蓝的那个
1,closer/close,Chinese,不是
0,further/split,Chinese,偏粉红紫
0,further/split,Chinese,亮的还是那个暗的
0,further/split,Chinese,亮的
0,closer/close,Chinese,蓝色
0,closer/close,Chinese,有点带土色的绿
0,further/split,Chinese,蓝色
0,closer/close,Chinese,紫色
0,further/split,Chinese,紫色
0,equal/far,Chinese,荧光绿
0,further/split,Chinese,亮的
0,further/split,Chinese,荧光粉红
0,further/split,Chinese,心有灵犀一点通
0,closer/close,Chinese,默契真好
0,closer/close,Chinese,灰紫色
0,closer/close,Chinese,粉色，灰粉色，大紫色
0,closer/close,Chinese,大紫色
0,closer/close,Chinese,亮紫色
0,further/split,Chinese,最亮的浅蓝色
0,equal/far,Chinese,暗紫色
0,closer/close,Chinese,灰色
0,closer/close,Chinese,哈哈哈哈
0,closer/close,Chinese,紫色
0,further/split,Chinese,两同色中较浅
0,equal/far,Chinese,水泥
0,closer/close,Chinese,基佬
0,closer/close,Chinese,天空
0,closer/close,Chinese,我有兩個都是天空的
0,closer/close,Chinese,明度高
0,closer/close,Chinese,暗淡
0,closer/close,Chinese,你的形容很好
0,closer/close,Chinese,俩类似中较明亮
0,further/split,Chinese,草地
0,closer/close,Chinese,折中
0,closer/close,Chinese,可否給多些提示
0,closer/close,Chinese,暗草地
0,further/split,Chinese,水泥
0,closer/close,Chinese,水泥
0,closer/close,Chinese,阴天
0,closer/close,Chinese,花
0,equal/far,Chinese,基佬
0,equal/far,Chinese,晴天
0,closer/close,Chinese,基佬
0,further/split,Chinese,明亮
0,equal/far,Chinese,明亮
0,further/split,Chinese,暗淡
0,equal/far,Chinese,基佬
0,closer/close,Chinese,我色盲了= =
0,closer/close,Chinese,稍等
0,closer/close,Chinese,是否有灰色…
0,closer/close,Chinese,有
0,closer/close,Chinese,还是水泥吧
0,closer/close,Chinese,較淺或較深?
0,closer/close,Chinese,偏暖
0,equal/far,Chinese,天
0,equal/far,Chinese,草地
0,further/split,Chinese,广场舞大妈
0,closer/close,Chinese,温暖
0,closer/close,Chinese,是否紅色多些?
0,closer/close,Chinese,是
0,further/split,Chinese,和刚才一样
0,further/split,Chinese,天?
0,further/split,Chinese,否
0,further/split,Chinese,草?
0,further/split,Chinese,否
0,further/split,Chinese,花
0,further/split,Chinese,鲜艳的
0,equal/far,Chinese,土
0,further/split,Chinese,明亮的草地
0,closer/close,Chinese,明亮的基佬
0,closer/close,Chinese,草地
0,further/split,Chinese,天
1,further/split,Chinese,兩個差不多啊
0,further/split,Chinese,更鲜艳的
0,closer/close,Chinese,折中
1,closer/close,Chinese,不对
0,equal/far,Chinese,草地
0,closer/close,Chinese,温暖
0,closer/close,Chinese,有否多些紅色
0,closer/close,Chinese,是
0,equal/far,Chinese,天
1,further/split,Chinese,不是草地 不是基佬
0,closer/close,Chinese,湖水
0,closer/close,Chinese,比较小清新
0,equal/far,Chinese,广场舞大妈
0,further/split,Chinese,小清新
0,closer/close,Chinese,最亮的
0,equal/far,Chinese,暗淡
0,equal/far,Chinese,的水泥
0,further/split,Chinese,花
0,equal/far,Chinese,明亮的湖水
0,equal/far,Chinese,基佬
0,further/split,Chinese,草地
0,equal/far,Chinese,草地
0,equal/far,Chinese,基佬
0,further/split,Chinese,暗淡的大妈
0,further/split,Chinese,哈哈
0,equal/far,Chinese,基佬
0,equal/far,Chinese,什么外线？
0,equal/far,Chinese,外线的颜色
0,closer/close,Chinese,土的颜色
0,closer/close,Chinese,沒有土的顏色啊
0,closer/close,Chinese,最接近土
0,closer/close,Chinese,最接近草的颜色
0,equal/far,Chinese,草的颜色
0,equal/far,Chinese,是天?
1,equal/far,Chinese,不是草的颜色
0,equal/far,Chinese,接近外线
0,equal/far,Chinese,有否帶灰?
0,equal/far,Chinese,但浅的
0,equal/far,Chinese,深或淺?
1,equal/far,Chinese,颜色不接近草根天空
0,closer/close,Chinese,接近天空
0,further/split,Chinese,是否草色?
0,further/split,Chinese,深或淺?
0,further/split,Chinese,浅一点
0,equal/far,Chinese,外线
0,equal/far,Chinese,有否土色?
1,equal/far,Chinese,没有
0,equal/far,Chinese,有否紅色?
1,equal/far,Chinese,也不是草的颜色
0,equal/far,Chinese,大媽色?
0,equal/far,Chinese,是
1,further/split,Chinese,有不土色?
1,further/split,Chinese,不是土色
1,further/split,Chinese,不是鲜艳的颜色
1,further/split,Chinese,不是草
0,further/split,Chinese,应该接近蓝
0,further/split,Chinese,草?
0,further/split,Chinese,带点灰
0,further/split,Chinese,多些紅?
1,further/split,Chinese,不是
0,further/split,Chinese,鲜艳的草色
0,closer/close,Chinese,最鲜艳的颜色
1,closer/close,Chinese,不是灰
0,closer/close,Chinese,可是接近灰
0,closer/close,Chinese,接近紫色
0,closer/close,Chinese,接近土
1,equal/far,Chinese,不是天
1,equal/far,Chinese,不是鲜艳的颜色
0,further/split,Chinese,鲜艳的草的颜色
0,further/split,Chinese,最接近红
0,closer/close,Chinese,最接近草
0,closer/close,Chinese,我看全是草色?
0,closer/close,Chinese,深或淺?
0,closer/close,Chinese,最鲜的草色
0,equal/far,Chinese,青
0,equal/far,Chinese,绿色
0,equal/far,Chinese,最鲜艳的草色
0,equal/far,Chinese,绿色
0,further/split,Chinese,太阳的颜色
0,equal/far,Chinese,粉色
1,closer/close,Chinese,不是灰
1,closer/close,Chinese,不是紫
0,equal/far,Chinese,鲜绿色
0,closer/close,Chinese,绿色
0,closer/close,Chinese,哪一个
0,closer/close,Chinese,暗
0,equal/far,Chinese,紫色
0,closer/close,Chinese,绿色
0,closer/close,Chinese,鲜
0,equal/far,Chinese,绿色
0,closer/close,Chinese,接近小小兵的颜色
1,closer/close,Chinese,兩個都不像小小兵
0,closer/close,Chinese,多些土色?
1,closer/close,Chinese,比较没有土
0,further/split,Chinese,鮮草?
1,further/split,Chinese,不鲜艳的草色
0,further/split,Chinese,紫色
0,further/split,Chinese,較灰的紫?
1,further/split,Chinese,不鲜艳，带点粉
0,further/split,Chinese,是
0,further/split,Chinese,較灰的紫?
0,further/split,Chinese,另外一个
0,equal/far,Chinese,草?
0,equal/far,Chinese,天?
0,equal/far,Chinese,是
0,equal/far,Chinese,草
0,closer/close,Chinese,最接近天
0,further/split,Chinese,草?土?灰?
1,further/split,Chinese,不灰不草
0,further/split,Chinese,蓝色有点灰色
0,closer/close,Chinese,最深
1,closer/close,Chinese,不带灰
0,equal/far,Chinese,棕色
0,equal/far,Chinese,最接近太阳的颜色
1,closer/close,Chinese,不是草
0,equal/far,Chinese,蓝色
0,further/split,Chinese,棕色
1,equal/far,Chinese,不是草
0,equal/far,Chinese,多些灰?
0,equal/far,Chinese,最接近紫
0,closer/close,Chinese,最鲜的绿
0,closer/close,Chinese,蓝色
1,closer/close,Chinese,不明亮
0,equal/far,Chinese,蓝色
1,closer/close,Chinese,不接近天
0,further/split,Chinese,鲜绿色
0,further/split,Chinese,最鲜
0,further/split,Chinese,的颜色
0,closer/close,Chinese,最灰的颜色
0,further/split,Chinese,灰色
0,further/split,Chinese,暗
1,equal/far,Chinese,不接近草
1,equal/far,Chinese,也不接近红
1,equal/far,Chinese,不是草
1,equal/far,Chinese,完全不带草的颜色
0,equal/far,Chinese,天?
1,equal/far,Chinese,也不是
0,closer/close,Chinese,紫色
1,further/split,Chinese,不接近草跟天
0,further/split,Chinese,灰?天?湖?
1,further/split,Chinese,不接近湖
0,closer/close,Chinese,較鮮?
1,closer/close,Chinese,不鲜
0,equal/far,Chinese,最接近天
0,further/split,Chinese,土?草?天?
0,further/split,Chinese,天
0,equal/far,Chinese,天?紫?土?
0,equal/far,Chinese,紫
0,further/split,Chinese,鮮紅?灰?淺紅?
0,further/split,Chinese,鲜红
0,further/split,Chinese,紫色有点蓝
1,equal/far,Chinese,不草也不红
0,closer/close,Chinese,浅紫色
1,equal/far,Chinese,不红也不草
0,equal/far,Chinese,粉色
0,equal/far,Chinese,紫色
0,further/split,Chinese,灰色
0,closer/close,Chinese,灰色
0,closer/close,Chinese,暗
0,equal/far,Chinese,棕色
0,further/split,Chinese,灰色
0,equal/far,Chinese,天蓝色
0,closer/close,Chinese,灰
0,closer/close,Chinese,鲜绿色
0,closer/close,Chinese,紫色
0,further/split,Chinese,绿色
0,further/split,Chinese,鲜绿色
0,further/split,Chinese,紫
0,further/split,Chinese,灰
0,equal/far,Chinese,鲜绿色
0,closer/close,Chinese,绿
0,closer/close,Chinese,黄
0,further/split,Chinese,绿色
0,further/split,Chinese,树色
0,further/split,Chinese,树的颜色
0,closer/close,Chinese,紫
0,further/split,Chinese,绿
0,equal/far,Chinese,玫瑰红
0,closer/close,Chinese,玫瑰红
0,further/split,Chinese,绿色
0,further/split,Chinese,暗
0,equal/far,Chinese,红
0,further/split,Chinese,绿
0,further/split,Chinese,红
0,further/split,Chinese,玫瑰
0,equal/far,Chinese,蓝
0,closer/close,Chinese,紫棕色
0,closer/close,Chinese,紫
0,closer/close,Chinese,粉
0,equal/far,Chinese,蓝色
0,further/split,Chinese,绿
0,further/split,Chinese,暗
0,closer/close,Chinese,暗绿色
0,closer/close,Chinese,你好
0,closer/close,Chinese,正灰色
0,closer/close,Chinese,你好
0,closer/close,Chinese,偏黄
0,closer/close,Chinese,啊知道了
0,further/split,Chinese,最亮最浅的蓝绿色
0,equal/far,Chinese,都对了吗
0,equal/far,Chinese,绿色
0,equal/far,Chinese,绿框就是对了~ 目前都对
0,equal/far,Chinese,哦哦 好的我们加油
0,equal/far,Chinese,绿色
0,further/split,Chinese,蓝
0,equal/far,Chinese,紫
0,equal/far,Chinese,棕色
0,equal/far,Chinese,你是大陆人吗
0,equal/far,Chinese,是
1,equal/far,Chinese,我不是 如果有地方不明白请见谅 哈哈哈
0,further/split,Chinese,紫色
1,further/split,Chinese,没关系，我会尽量用最极端最简单的方式描述颜色
0,further/split,Chinese,好的
0,closer/close,Chinese,亮绿
0,equal/far,Chinese,灰蓝
1,equal/far,Chinese,这玩意不错
1,equal/far,Chinese,你应该不是第一次把
0,equal/far,Chinese,嗯我上次是倾听者
0,equal/far,Chinese,玩好了他们还邀请你玩儿
0,equal/far,Chinese,还给奖金哈哈哈
0,equal/far,Chinese,哈哈哈哈 你是透过什么网站玩的
0,equal/far,Chinese,我就是用亚马逊的
0,equal/far,Chinese,偶尔上来看看做一些小任务
0,equal/far,Chinese,那我们都是一样的吧
0,equal/far,Chinese,灰色
0,further/split,Chinese,正紫色
0,equal/far,Chinese,绿色
0,closer/close,Chinese,亮荧光绿
0,further/split,Chinese,绿色
0,further/split,Chinese,猜对了哈哈哈
1,closer/close,Chinese,正紫色，不发粉，不发灰
0,closer/close,Chinese,这个难倒我了
0,closer/close,Chinese,==
0,closer/close,Chinese,如果你看紫色程度，中间的那个
0,closer/close,Chinese,对了哈哈哈哈
0,closer/close,Chinese,发灰的紫色
0,closer/close,Chinese,慢慢就有默契了
1,closer/close,Chinese,灰蓝色，不是正蓝
0,further/split,Chinese,绿色
0,closer/close,Chinese,最亮的绿
0,further/split,Chinese,粉色
0,further/split,Chinese,大粉色
0,equal/far,Chinese,绿色
1,equal/far,Chinese,也不知道他们研究这个要干嘛
0,equal/far,Chinese,斯坦福
0,equal/far,Chinese,好奇怪
0,equal/far,Chinese,肯定各种人工智能，和语言沟通有关
1,equal/far,Chinese,看见我们说有的没的烦死了哈哈哈哈
0,equal/far,Chinese,哈哈哈
0,equal/far,Chinese,大哥你怎么称呼
0,equal/far,Chinese,大姐~ 叫我小曼
1,equal/far,Chinese,啊对不起哈哈哈
0,equal/far,Chinese,突然忘了女孩也上网
0,equal/far,Chinese,木关系
0,equal/far,Chinese,你干这个岛什么时候
0,equal/far,Chinese,到
0,equal/far,Chinese,啥
0,equal/far,Chinese,这个游戏
0,equal/far,Chinese,还是亚马逊
0,equal/far,Chinese,这个游戏还能继续玩的是吧
0,equal/far,Chinese,是啊
0,equal/far,Chinese,其实很快的吧我们就一直玩吧哈哈哈
0,equal/far,Chinese,2美金
0,equal/far,Chinese,玩完你就得等他们发工资，然后再来玩儿
0,equal/far,Chinese,好像是
0,equal/far,Chinese,我昨天玩儿的
0,equal/far,Chinese,哦必须等吗
1,equal/far,Chinese,不知道啊
0,equal/far,Chinese,先玩完这一次再说吧
0,equal/far,Chinese,能加你微信吗
0,equal/far,Chinese,nitewings-ita
1,equal/far,Chinese,不要报希望，不是美女哈哈哈哈
0,equal/far,Chinese,大美女说啥
0,equal/far,Chinese,广东深圳是吧
0,equal/far,Chinese,嗯
0,further/split,Chinese,暗紫色
0,equal/far,Chinese,暗紫色
0,further/split,Chinese,啊错了
0,further/split,Chinese,绿色
0,further/split,Chinese,刚才掉线了
0,closer/close,Chinese,灰色
0,equal/far,Chinese,棕色
0,further/split,Chinese,粉红色
1,further/split,Chinese,发现我中文也很不错
0,closer/close,Chinese,才说
0,closer/close,Chinese,哈哈哈
0,closer/close,Chinese,我的妈呀
0,closer/close,Chinese,粉色
0,closer/close,Chinese,发粉的那个
0,closer/close,Chinese,棕色
0,equal/far,Chinese,蓝
0,equal/far,Chinese,蓝
0,further/split,Chinese,土黄色
0,further/split,Chinese,蓝
0,further/split,Chinese,灰粉色
0,equal/far,Chinese,蓝色
0,closer/close,Chinese,占了灰的粉色
0,closer/close,Chinese,灰粉色
1,closer/close,Chinese,橙色，不是最亮的黄，也不是偏土黄色
0,closer/close,Chinese,是吧
0,closer/close,Chinese,对哈哈哈
0,equal/far,Chinese,我才错了。。
0,equal/far,Chinese,就是看起来比较暗淡的那种
0,equal/far,Chinese,绿色
1,equal/far,Chinese,没关系，才一分钱
0,equal/far,Chinese,呵呵
0,equal/far,Chinese,呵呵
0,equal/far,Chinese,美金兑换多少人民币呢
0,equal/far,Chinese,6分人民币
1,equal/far,Chinese,哈哈哈 同样不值钱
0,equal/far,Chinese,就乘以6
0,equal/far,Chinese,对
0,further/split,Chinese,蓝色
0,closer/close,Chinese,灰色
0,closer/close,Chinese,正灰色
0,closer/close,Chinese,褐色偏粉
0,equal/far,Chinese,灰蓝色
0,closer/close,Chinese,红色
0,further/split,Chinese,橄榄绿
0,equal/far,Chinese,灰色
0,equal/far,Chinese,紫色
0,further/split,Chinese,正紫色
0,closer/close,Chinese,你好
0,closer/close,Chinese,有人在吗？
0,closer/close,Chinese,是的
0,closer/close,Chinese,最接近红
1,further/split,Chinese,不那么鲜艳的天空色
0,equal/far,Chinese,最接近天空颜色
1,further/split,Chinese,不是蓝
1,further/split,Chinese,有两个不是蓝
0,further/split,Chinese,比较深的草色
0,closer/close,Chinese,oops
0,closer/close,Chinese,比较灰的紫色
0,equal/far,Chinese,紫色
0,further/split,Chinese,最接近草的颜色
0,closer/close,Chinese,鲜艳的橘子颜色
0,equal/far,Chinese,橘子颜色
0,equal/far,Chinese,最接近草的颜色
0,further/split,Chinese,鲜艳的桃色
0,further/split,Chinese,比较红的吗？
0,further/split,Chinese,接近红
0,further/split,Chinese,比较灰的蓝色
0,closer/close,Chinese,最接近土壤的颜色
1,closer/close,Chinese,不带绿
0,further/split,Chinese,最接近红色
0,closer/close,Chinese,带点灰的紫色
1,equal/far,Chinese,不是蓝也不是红
0,equal/far,Chinese,可以直接说紫色吧？
0,further/split,Chinese,带点灰的蓝？
1,further/split,Chinese,总之不是橘色，也不是绿色
0,equal/far,Chinese,最接近红色
0,equal/far,Chinese,棕色？
0,equal/far,Chinese,是
0,equal/far,Chinese,草的颜色
0,closer/close,Chinese,最接近黄色
0,equal/far,Chinese,天空色
0,equal/far,Chinese,最接近草的颜色
0,further/split,Chinese,最接近黄色
0,equal/far,Chinese,最接近黄色
0,further/split,Chinese,鲜艳的橘色
0,closer/close,Chinese,你好棒
0,closer/close,Chinese,这轮很难
0,closer/close,Chinese,是的
1,closer/close,Chinese,最没有带灰的紫色
0,equal/far,Chinese,紫色
0,equal/far,Chinese,好棒！
0,further/split,Chinese,最接近蓝色
0,further/split,Chinese,绿色
0,further/split,Chinese, 哇Lakers
0,further/split,Chinese,哈哈
1,further/split,Chinese,最深的紫色，不那么鲜艳的那个
0,equal/far,Chinese,明亮的天空
1,closer/close,Chinese,最粉的红色，不鲜艳，也没那么红
0,closer/close,Chinese,是比较暗的吗？
0,closer/close,Chinese,是的
0,closer/close,Chinese,比较深的蓝色
1,closer/close,Chinese,不那么暗的紫色
0,closer/close,Chinese,暗一点的红色，别混乱紫色噢
0,closer/close,Chinese,我喜欢你
1,closer/close,Chinese,最接近蓝色，不是紫色
0,further/split,Chinese,暗的紫色
0,equal/far,Chinese,橘色
0,equal/far,Chinese,红色
0,equal/far,Chinese,灰色
1,equal/far,Chinese,你喜不喜欢我
0,closer/close,Chinese,最接近红色
0,closer/close,Chinese,灰色
1,further/split,Chinese,紫色，不接近红的版本
0,equal/far,Chinese,橘色
0,further/split,Chinese,红色
0,closer/close,Chinese,最灰的紫色
0,further/split,Chinese,跟上轮一样的颜色
0,equal/far,Chinese,快好了
0,equal/far,Chinese,鲜草色
0,equal/far,Chinese,^_^
0,closer/close,Chinese,黄色
0,closer/close,Chinese,最暗的红色？
0,closer/close,Chinese,有点像土色吗？
0,closer/close,Chinese,对的
0,closer/close,Chinese,谢谢
1,closer/close,Chinese,紫色 不带粉红
0,closer/close,Chinese,较深
0,equal/far,Chinese,蓝色
0,closer/close,Chinese,较深的灰色
0,further/split,Chinese,较亮的紫色
0,further/split,Chinese,青色
0,equal/far,Chinese,蓝
0,further/split,Chinese,绿草青
1,further/split,Chinese,不太亮
0,further/split,Chinese,你也可以问我问题噢
0,further/split,Chinese,更具体一点点
1,further/split,Chinese,普通的绿 不是比较带蓝的
1,closer/close,Chinese,不是灰 比较黯淡的蓝
0,further/split,Chinese,深蓝
0,further/split,Chinese,深蓝
0,equal/far,Chinese,灰紫
0,equal/far,Chinese,紫
0,further/split,Chinese,灰
0,closer/close,Chinese,粉红
0,further/split,Chinese,蓝
1,closer/close,Chinese,不是最浅的 带点蓝
0,further/split,Chinese,亮青
1,further/split,Chinese,不带灰
0,closer/close,Chinese,蓝
0,equal/far,Chinese,浅蓝
0,closer/close,Chinese,灰
0,further/split,Chinese,土黄
0,further/split,Chinese,蓝
0,further/split,Chinese,蓝
1,closer/close,Chinese,不是灰
1,closer/close,Chinese,不是青
0,equal/far,Chinese,灰蓝
0,closer/close,Chinese,粉红
1,further/split,Chinese,不是最深的蓝
0,further/split,Chinese,是浅灰蓝
0,closer/close,Chinese,蓝
1,closer/close,Chinese,不是最浅
1,closer/close,Chinese,不是最深
0,equal/far,Chinese,灰
0,equal/far,Chinese,自
0,equal/far,Chinese,紫
0,equal/far,Chinese,灰
0,equal/far,Chinese,橙
0,further/split,Chinese,紫
0,equal/far,Chinese,青
0,closer/close,Chinese,灰紫
0,closer/close,Chinese,最黯淡的
1,closer/close,Chinese,不是最亮也不傻最黯淡的
0,equal/far,Chinese,紫
0,closer/close,Chinese,灰紫
0,closer/close,Chinese,带较多灰
1,closer/close,Chinese,不带粉
0,equal/far,Chinese,青
0,further/split,Chinese,黄
0,equal/far,Chinese,蓝
0,further/split,Chinese,带灰的青
0,closer/close,Chinese,普通的紫
1,closer/close,Chinese,不带蓝
0,further/split,Chinese,比较暗淡的青
1,closer/close,Chinese,亮紫 不带灰
0,equal/far,Chinese,较深蓝
0,equal/far,Chinese,灰
1,further/split,Chinese,不带粉底紫
0,further/split,Chinese,的×
1,further/split,Chinese,不带粉的紫
1,further/split,Chinese,不明白
0,closer/close,Chinese,可以开始了吗？
0,closer/close,Chinese,蓝色
0,equal/far,Chinese,赶快
0,equal/far,Chinese,绿色
0,closer/close,Chinese,绿色
0,closer/close,Chinese,亮还是暗
0,closer/close,Chinese, 亮
0,closer/close,Chinese, 亮绿色
0,closer/close,Chinese,偏灰、绿、蓝
0,closer/close,Chinese,绿
0,closer/close,Chinese,蓝
0,closer/close,Chinese,偏灰、蓝、紫
0,closer/close,Chinese,蓝
0,closer/close,Chinese,粉
0,closer/close,Chinese,偏黄、紫、粉红
0,closer/close,Chinese,粉红
0,closer/close,Chinese,绿
0,equal/far,Chinese,灰色
0,closer/close,Chinese,绿
0,closer/close,Chinese,都是绿，说具体点
1,closer/close,Chinese,不光
0,equal/far,Chinese,橙子
0,further/split,Chinese,紫色
0,equal/far,Chinese,绿色
0,equal/far,Chinese,亮
0,further/split,Chinese,橙
0,closer/close,Chinese,绿
0,closer/close,Chinese,亮度
0,closer/close,Chinese,草
0,further/split,Chinese,紫
0,further/split,Chinese,两个
0,further/split,Chinese,偏土？
0,further/split,Chinese,亮
0,further/split,Chinese,麻烦直接说亮紫
1,further/split,Chinese,不是紫色
1,further/split,Chinese,不是灰色
0,further/split,Chinese,暗灰亮灰？
0,further/split,Chinese,亮灰
0,further/split,Chinese,棕色
0,further/split,Chinese,蓝色
0,further/split,Chinese, 亮
0,further/split,Chinese,浅蓝？
0,further/split,Chinese,蓝
0,equal/far,Chinese,麻烦别分心
0,equal/far,Chinese,紫色
0,further/split,Chinese,紫色
0,equal/far,Chinese,灰色
0,equal/far,Chinese,紫色
0,equal/far,Chinese,灰
0,equal/far,Chinese,哪有灰
0,equal/far,Chinese,紅紫色
0,closer/close,Chinese,淡紫色
0,equal/far,Chinese,橙色
0,closer/close,Chinese,灰色
0,equal/far,Chinese,灰色
0,equal/far,Chinese,天藍色
0,equal/far,Chinese,黃色
0,closer/close,Chinese,藍色
0,further/split,Chinese,紅紫色
0,closer/close,Chinese,有點土的金色
0,further/split,Chinese,淡紫色
0,closer/close,Chinese,绿色
1,closer/close,Chinese,紫色不是很亮
0,equal/far,Chinese,灰色
0,further/split,Chinese,紫色
0,further/split,Chinese,黃色
0,equal/far,Chinese,天藍色
0,further/split,Chinese,藍色比較暗
0,further/split,Chinese,紅紫色
0,closer/close,Chinese,紅紫色
0,further/split,Chinese,黃色
0,further/split,Chinese,藍色比較暗
0,equal/far,Chinese,紅紫色
0,closer/close,Chinese,最暗的那個
0,equal/far,Chinese,橙色
0,further/split,Chinese,綠藍色
0,closer/close,Chinese,你好
0,closer/close,Chinese,你好你好你好
0,closer/close,Chinese,你好～～～～～～～～～～～～～
0,equal/far,Chinese,Green
0,equal/far,Chinese,你好！
0,equal/far,Chinese,请用中文
0,closer/close,Chinese,?
0,closer/close,Chinese,好
0,closer/close,Chinese,好的。哪一个？
0,closer/close,Chinese,.-.?
0,closer/close,Chinese,( •_•)O*¯`·.¸.·´¯`°Q(•_• )
0,closer/close,Chinese,选择粉色
0,equal/far,Chinese,都是粉色吧
0,equal/far,Chinese,选择绿色
0,equal/far,Chinese,有两个绿色，哪一个？
0,equal/far,Chinese,黑暗
0,closer/close,Chinese,选择粉色
0,closer/close,Chinese,三个都是粉色。。。？
0,closer/close,Chinese,紫色
0,closer/close,Chinese,啊。。深的还是浅的
0,closer/close,Chinese,第一
1,closer/close,Chinese,排列不是跟你的不同吗？
1,closer/close,Chinese,是不是比较灰的紫色？
0,closer/close,Chinese,黑暗
